videoName,PhaseName,Start,End
RALIHR_surgeon01_fps01_0065,Transitionary Idle12,01:09:20,01:09:50
RALIHR_surgeon01_fps01_0066,Transitionary Idle1,00:00:00,00:00:12
RALIHR_surgeon01_fps01_0066,Adhesiolysis1,00:00:12,00:00:55
RALIHR_surgeon01_fps01_0066,Transitionary Idle2,00:00:55,00:01:06
RALIHR_surgeon01_fps01_0066,Positioning suture1,00:01:06,00:01:36
RALIHR_surgeon01_fps01_0066,Transitionary Idle3,00:01:36,00:02:03
RALIHR_surgeon01_fps01_0066,Peritoneal scoring1,00:02:03,00:03:45
RALIHR_surgeon01_fps01_0066,Preperitoneal dissection1,00:03:45,00:07:50
RALIHR_surgeon01_fps01_0066,Reduction of Hernia1,00:07:50,00:16:36
RALIHR_surgeon01_fps01_0066,Transitionary Idle4,00:16:36,00:16:40
RALIHR_surgeon01_fps01_0066,Mesh placement1,00:16:40,00:19:35
RALIHR_surgeon01_fps01_0066,Transitionary Idle5,00:19:35,00:19:51
RALIHR_surgeon01_fps01_0066,Peritoneal scoring2,00:19:51,00:20:31
RALIHR_surgeon01_fps01_0066,Stationary Idle1,00:20:31,00:20:47
RALIHR_surgeon01_fps01_0066,Transitionary Idle6,00:20:47,00:21:11
RALIHR_surgeon01_fps01_0066,Peritoneal scoring3,00:21:11,00:29:45
RALIHR_surgeon01_fps01_0066,Preperitoneal dissection2,00:29:45,00:38:21
RALIHR_surgeon01_fps01_0066,Reduction of Hernia2,00:38:21,00:53:55
RALIHR_surgeon01_fps01_0066,Transitionary Idle7,00:53:55,00:54:02
RALIHR_surgeon01_fps01_0066,Mesh placement2,00:54:02,00:55:24
RALIHR_surgeon01_fps01_0066,Transitionary Idle8,00:55:24,00:55:30
RALIHR_surgeon01_fps01_0066,Stationary Idle2,00:55:30,00:55:46
RALIHR_surgeon01_fps01_0066,Out of Body1,00:55:46,00:56:23
RALIHR_surgeon01_fps01_0066,Stationary Idle3,00:56:23,00:56:29
RALIHR_surgeon01_fps01_0066,Out of Body2,00:56:29,00:57:53
RALIHR_surgeon01_fps01_0066,Transitionary Idle9,00:57:53,00:58:25
RALIHR_surgeon01_fps01_0066,Mesh placement3,00:58:25,01:03:39
RALIHR_surgeon01_fps01_0066,Transitionary Idle10,01:03:39,01:04:07
RALIHR_surgeon01_fps01_0066,Positioning suture2,01:04:07,01:05:10
RALIHR_surgeon01_fps01_0066,Catheter insertion1,01:05:10,01:06:12
RALIHR_surgeon01_fps01_0066,Positioning suture3,01:06:12,01:06:28
RALIHR_surgeon01_fps01_0066,Peritoneal closure1,01:06:28,01:13:24
RALIHR_surgeon01_fps01_0066,Positioning suture4,01:13:24,01:16:01
RALIHR_surgeon01_fps01_0066,Peritoneal closure2,01:16:01,01:20:18
RALIHR_surgeon01_fps01_0066,Positioning suture5,01:20:18,01:20:36
RALIHR_surgeon01_fps01_0066,Out of Body3,01:20:36,01:21:08
RALIHR_surgeon01_fps01_0066,Transitionary Idle11,01:21:08,01:21:22
RALIHR_surgeon01_fps01_0066,Positioning suture6,01:21:22,01:21:44
RALIHR_surgeon01_fps01_0066,Peritoneal closure3,01:21:44,01:23:57
RALIHR_surgeon01_fps01_0066,Positioning suture7,01:23:57,01:24:12
RALIHR_surgeon01_fps01_0066,Peritoneal closure4,01:24:12,01:24:50
RALIHR_surgeon01_fps01_0066,Positioning suture8,01:24:50,01:25:43
RALIHR_surgeon01_fps01_0066,Transitionary Idle12,01:25:43,01:25:52
RALIHR_surgeon01_fps01_0066,Out of Body4,01:25:52,01:26:12
RALIHR_surgeon01_fps01_0066,Transitionary Idle13,01:26:12,01:26:33
RALIHR_surgeon01_fps01_0066,Positioning suture9,01:26:33,01:27:06
RALIHR_surgeon01_fps01_0066,Peritoneal closure5,01:27:06,01:28:47
RALIHR_surgeon01_fps01_0066,Positioning suture10,01:28:47,01:29:06
RALIHR_surgeon01_fps01_0066,Peritoneal closure6,01:29:06,01:30:16
RALIHR_surgeon01_fps01_0066,Positioning suture11,01:30:16,01:30:44
RALIHR_surgeon01_fps01_0066,Transitionary Idle14,01:30:44,01:31:04
RALIHR_surgeon01_fps01_0067,Transitionary Idle1,00:00,00:13
RALIHR_surgeon01_fps01_0067,Positioning suture1,00:13,00:19
RALIHR_surgeon01_fps01_0067,Transitionary Idle2,00:19,00:40
RALIHR_surgeon01_fps01_0067,Mesh positioning1,00:40,00:42
RALIHR_surgeon01_fps01_0067,Transitionary Idle3,00:42,00:54
RALIHR_surgeon01_fps01_0067,Peritoneal scoring1,00:54,03:47
RALIHR_surgeon01_fps01_0067,Preperitoneal dissection1,03:47,09:54
RALIHR_surgeon01_fps01_0067,Reduction of Hernia1,09:54,19:34
RALIHR_surgeon01_fps01_0067,Transitionary Idle4,19:34,19:42
RALIHR_surgeon01_fps01_0067,Mesh placement1,19:42,24:33
RALIHR_surgeon01_fps01_0067,Stationary Idle1,24:33,25:02
RALIHR_surgeon01_fps01_0067,Transitionary Idle5,25:02,25:27
RALIHR_surgeon01_fps01_0067,Catheter insertion1,25:27,26:08
RALIHR_surgeon01_fps01_0067,Transitionary Idle6,26:08,26:30
RALIHR_surgeon01_fps01_0067,Positioning suture2,26:30,26:43
RALIHR_surgeon01_fps01_0067,Transitionary Idle7,26:43,27:18
RALIHR_surgeon01_fps01_0067,Positioning suture3,27:18,27:49
RALIHR_surgeon01_fps01_0067,Peritoneal closure1,27:49,49:38
RALIHR_surgeon01_fps01_0067,Positioning suture4,49:38,52:14
RALIHR_surgeon01_fps01_0067,Peritoneal closure2,52:14,53:40
RALIHR_surgeon01_fps01_0067,Positioning suture5,53:40,54:01
RALIHR_surgeon01_fps01_0067,Peritoneal closure3,54:01,56:36
RALIHR_surgeon01_fps01_0067,Positioning suture6,56:36,57:27
RALIHR_surgeon01_fps01_0067,Transitionary Idle8,57:27,57:56
RALIHR_surgeon01_fps01_0068,Transitionary Idle1,00:00,00:08
RALIHR_surgeon01_fps01_0068,Positioning suture1,00:08,00:25
RALIHR_surgeon01_fps01_0068,Transitionary Idle2,00:25,01:07
RALIHR_surgeon01_fps01_0068,Peritoneal scoring1,01:07,04:15
RALIHR_surgeon01_fps01_0068,Preperitoneal dissection1,04:15,05:28
RALIHR_surgeon01_fps01_0068,Reduction of Hernia1,05:28,17:26
RALIHR_surgeon01_fps01_0068,Transitionary Idle3,17:26,17:38
RALIHR_surgeon01_fps01_0068,Stationary Idle1,17:38,17:55
RALIHR_surgeon01_fps01_0068,Transitionary Idle4,17:55,17:56
RALIHR_surgeon01_fps01_0068,Stationary Idle2,17:56,18:49
RALIHR_surgeon01_fps01_0068,Transitionary Idle5,18:49,19:17
RALIHR_surgeon01_fps01_0068,Positioning suture2,19:17,20:12
RALIHR_surgeon01_fps01_0068,Primary Hernia Repair1,20:12,23:48
RALIHR_surgeon01_fps01_0068,Positioning suture3,23:48,24:10
RALIHR_surgeon01_fps01_0068,Transitionary Idle6,24:10,24:15
RALIHR_surgeon01_fps01_0068,Mesh positioning1,24:15,24:20
RALIHR_surgeon01_fps01_0068,Transitionary Idle7,24:20,24:25
RALIHR_surgeon01_fps01_0068,Reduction of Hernia2,24:25,26:20
RALIHR_surgeon01_fps01_0068,Transitionary Idle8,26:20,26:25
RALIHR_surgeon01_fps01_0068,Mesh placement1,26:25,37:16
RALIHR_surgeon01_fps01_0068,Transitionary Idle9,37:16,38:44
RALIHR_surgeon01_fps01_0068,Catheter insertion1,38:44,39:18
RALIHR_surgeon01_fps01_0068,Transitionary Idle10,39:18,39:22
RALIHR_surgeon01_fps01_0068,Positioning suture3,39:22,39:32
RALIHR_surgeon01_fps01_0068,Peritoneal closure1,39:32,49:16
RALIHR_surgeon01_fps01_0068,Positioning suture4,49:16,50:12
RALIHR_surgeon01_fps01_0068,Transitionary Idle11,50:12,50:51
RALIHR_surgeon01_fps01_0068,Positioning suture5,50:51,51:00
RALIHR_surgeon01_fps01_0068,Peritoneal closure2,51:00,58:49
RALIHR_surgeon01_fps01_0068,Positioning suture6,58:49,59:23
RALIHR_surgeon01_fps01_0068,Transitionary Idle12,59:23,59:42
RALIHR_surgeon01_fps01_0069,Transitionary Idle1,00:00:00,00:00:11
RALIHR_surgeon01_fps01_0069,Peritoneal scoring1,00:00:11,00:02:09
RALIHR_surgeon01_fps01_0069,Preperitoneal dissection1,00:02:09,00:08:37
RALIHR_surgeon01_fps01_0069,Reduction of Hernia1,00:08:37,00:10:25
RALIHR_surgeon01_fps01_0069,Transitionary Idle2,00:10:25,00:10:32
RALIHR_surgeon01_fps01_0069,Mesh placement1,00:10:32,00:11:08
RALIHR_surgeon01_fps01_0069,Transitionary Idle3,00:11:08,00:11:26
RALIHR_surgeon01_fps01_0069,Peritoneal scoring2,00:11:26,00:12:07
RALIHR_surgeon01_fps01_0069,Transitionary Idle4,00:12:07,00:12:29
RALIHR_surgeon01_fps01_0069,Peritoneal scoring3,00:12:29,00:14:18
RALIHR_surgeon01_fps01_0069,Preperitoneal dissection2,00:14:18,00:19:46
RALIHR_surgeon01_fps01_0069,Reduction of Hernia2,00:19:46,00:27:23
RALIHR_surgeon01_fps01_0069,Transitionary Idle5,00:27:23,00:27:28
RALIHR_surgeon01_fps01_0069,Mesh placement2,00:27:28,00:28:56
RALIHR_surgeon01_fps01_0069,Transitionary Idle6,00:28:56,00:29:39
RALIHR_surgeon01_fps01_0069,Mesh placement3,00:29:39,00:32:10
RALIHR_surgeon01_fps01_0069,Transitionary Idle7,00:32:10,00:32:20
RALIHR_surgeon01_fps01_0069,Mesh placement4,00:32:20,00:36:24
RALIHR_surgeon01_fps01_0069,Transitionary Idle8,00:36:24,00:37:13
RALIHR_surgeon01_fps01_0069,Catheter insertion1,00:37:13,00:38:09
RALIHR_surgeon01_fps01_0069,Transitionary Idle8,00:38:09,00:38:20
RALIHR_surgeon01_fps01_0069,Positioning suture1,00:38:20,00:38:56
RALIHR_surgeon01_fps01_0069,Peritoneal closure1,00:38:56,00:44:41
RALIHR_surgeon01_fps01_0069,Positioning suture2,00:44:41,00:44:47
RALIHR_surgeon01_fps01_0069,Peritoneal closure2,00:44:47,00:44:56
RALIHR_surgeon01_fps01_0069,Positioning suture3,00:44:56,00:46:50
RALIHR_surgeon01_fps01_0069,Peritoneal closure3,00:46:50,01:00:34
RALIHR_surgeon01_fps01_0069,Positioning suture4,01:00:34,01:03:05
RALIHR_surgeon01_fps01_0069,Peritoneal closure4,01:03:05,01:04:28
RALIHR_surgeon01_fps01_0069,Positioning suture5,01:04:28,01:04:57
RALIHR_surgeon01_fps01_0069,Peritoneal closure5,01:04:57,01:06:53
RALIHR_surgeon01_fps01_0069,Positioning suture6,01:06:53,01:07:29
RALIHR_surgeon01_fps01_0069,Transitionary Idle9,01:07:29,01:07:52
RALIHR_surgeon01_fps01_0070,Transitionary Idle1,00:00,00:08
RALIHR_surgeon01_fps01_0070,Positioning suture1,00:08,00:27
RALIHR_surgeon01_fps01_0070,Transitionary Idle2,00:27,00:43
RALIHR_surgeon01_fps01_0070,Peritoneal scoring1,00:43,02:34
RALIHR_surgeon01_fps01_0070,Preperitoneal dissection1,02:34,05:21
RALIHR_surgeon01_fps01_0070,Reduction of Hernia1,05:21,07:54
RALIHR_surgeon01_fps01_0070,Transitionary Idle3,07:54,08:03
RALIHR_surgeon01_fps01_0070,Mesh placement1,08:03,08:25
RALIHR_surgeon01_fps01_0070,Transitionary Idle4,08:25,08:34
RALIHR_surgeon01_fps01_0070,Mesh positioning1,08:34,08:38
RALIHR_surgeon01_fps01_0070,Transitionary Idle5,08:38,08:49
RALIHR_surgeon01_fps01_0070,Peritoneal scoring2,08:49,10:45
RALIHR_surgeon01_fps01_0070,Preperitoneal dissection2,10:45,12:45
RALIHR_surgeon01_fps01_0070,Reduction of Hernia2,12:45,15:42
RALIHR_surgeon01_fps01_0070,Transitionary Idle6,15:42,15:52
RALIHR_surgeon01_fps01_0070,Mesh placement2,15:52,16:07
RALIHR_surgeon01_fps01_0070,Transitionary Idle7,16:07,16:40
RALIHR_surgeon01_fps01_0070,Positioning suture2,16:40,17:10
RALIHR_surgeon01_fps01_0070,Primary Hernia Repair1,17:10,19:34
RALIHR_surgeon01_fps01_0070,Positioning suture3,19:34,19:50
RALIHR_surgeon01_fps01_0070,Transitionary Idle8,19:50,19:58
RALIHR_surgeon01_fps01_0070,Mesh placement3,19:58,22:39
RALIHR_surgeon01_fps01_0070,Transitionary Idle9,22:39,22:58
RALIHR_surgeon01_fps01_0070,Mesh placement4,22:58,24:54
RALIHR_surgeon01_fps01_0070,Transitionary Idle10,24:54,25:17
RALIHR_surgeon01_fps01_0070,Positioning suture4,25:17,25:27
RALIHR_surgeon01_fps01_0070,Peritoneal closure1,25:27,25:59
RALIHR_surgeon01_fps01_0070,Catheter insertion1,25:59,26:27
RALIHR_surgeon01_fps01_0070,Peritoneal closure2,26:27,30:21
RALIHR_surgeon01_fps01_0070,Positioning suture5,30:21,30:39
RALIHR_surgeon01_fps01_0070,Peritoneal closure3,30:39,32:19
RALIHR_surgeon01_fps01_0070,Positioning suture6,32:19,32:24
RALIHR_surgeon01_fps01_0070,Peritoneal closure4,32:24,33:09
RALIHR_surgeon01_fps01_0070,Positioning suture7,33:09,33:22
RALIHR_surgeon01_fps01_0070,Peritoneal closure5,33:22,35:26
RALIHR_surgeon01_fps01_0070,Positioning suture8,35:26,35:53
RALIHR_surgeon01_fps01_0070,Peritoneal closure6,35:53,45:35
RALIHR_surgeon01_fps01_0070,Positioning suture9,45:35,48:34
RALIHR_surgeon01_fps01_0070,Peritoneal closure7,48:34,51:10
RALIHR_surgeon01_fps01_0070,Positioning suture10,51:10,51:24
RALIHR_surgeon01_fps01_0070,Peritoneal closure8,51:24,52:23
RALIHR_surgeon01_fps01_0070,Positioning suture11,52:23,54:08
RALIHR_surgeon01_fps01_0070,Peritoneal closure9,54:08,57:27
RALIHR_surgeon01_fps01_0070,Positioning suture12,57:27,57:55
RALIHR_surgeon01_fps01_0070,Transitionary Idle11,57:55,58:18
